customer_ID,monthly_charges,total_charges,avg_monthly_spend,revenue_loss_to_churn
3930-ZGWVE,19.75,19.75,19.75,0
2639-UGMAZ,56.45,3985.35,56.13169014,0
2876-GZYZC,85.95,1215.65,93.51153846,0
6207-WIOLX,58.6,1502.65,60.106,1465
8587-XYZSF,50.55,3260.1,48.65820896,0
3091-FYHKI,35.45,35.45,35.45,35.45
2372-HWUHI,44.35,81.25,40.625,88.7
7799-LGRDP,25.7,1188.2,27.63255814,0
7850-VWJUU,75,1778.5,77.32608696,0
3774-VBNXY,20.2,1277.75,19.96484375,0
6217-KDYWC,19.6,1170.55,20.53596491,0
0390-DCFDQ,70.45,70.45,70.45,70.45
3146-MSEGF,88.05,6425.65,89.24513889,0
4080-OGPJL,71.15,563.65,70.45625,569.2
1095-WGNGG,101.05,5971.25,97.88934426,0
2636-SJDOU,84.3,5289.05,82.64140625,0
1131-QQZEB,23.95,1756.2,24.73521127,0
5716-EZXZN,99.05,6416.7,98.71846154,0
6837-BJYDQ,19.6,61.35,20.45,0
2135-RXIHG,45.65,45.65,45.65,45.65
6440-DKQGE,64.5,1929.95,64.33166667,0
3466-BYAVD,69.5,1071.4,71.42666667,0
3780-YVMFA,68.55,564.35,70.54375,0
3874-EQOEP,95,655.5,93.64285714,665
1679-JRFBR,108.15,7930.55,113.2935714,0
9073-ZZIAY,86.1,5215.25,84.11693548,0
3077-RSNTJ,19.7,113.5,18.91666667,0
6551-GNYDG,80.9,1152.8,82.34285714,0
9167-APMXZ,84.15,1821.95,82.81590909,0
2749-CTKAJ,20.15,419.9,19.08636364,0
6371-NZYEG,64.25,1024,64,0
7554-NEWDD,25.7,251.6,25.16,0
8992-VONJD,56,764.55,58.81153846,0
0867-MKZVY,82.4,1592.35,79.6175,1648
4482-EWFMI,69.7,135.2,67.6,0
4648-YPBTM,73.9,3958.25,74.68396226,0
2907-ILJBN,20.6,233.9,21.26363636,0
6345-FZOQH,19.9,1363.45,19.76014493,0
3376-BMGFE,70.9,273,68.25,283.6
5997-OPVFA,89.05,6254.45,86.86736111,0
3445-HXXGF,45.3,2651.2,45.71034483,2627.4
1159-WFSGR,20.4,321.4,20.0875,0
7654-YWJUF,84.25,3539.25,82.30813953,0
1875-QIVME,104.4,242.8,121.4,208.8
6727-IOTLZ,81.95,1181.75,84.41071429,0
0691-JVSYA,94.85,5000.2,94.34339623,5027.05
5918-VUKWP,20.55,654.55,20.4546875,0
1744-JHKYS,24.7,780.2,22.94705882,0
2656-FMOKZ,74.45,1145.7,76.38,1116.75
2070-FNEXE,76.45,503.6,71.94285714,535.15
5947-SGKCL,105.35,1559.25,103.95,0
3712-PKXZA,20.55,1252,20.52459016,0
6317-YPKDH,29.95,29.95,29.95,29.95
6582-OIVSP,45.3,45.3,45.3,0
9367-WXLCH,84.5,662.65,82.83125,676
5524-KHNJP,74.75,2453.3,74.34242424,0
1918-ZBFQJ,79.25,1111.65,85.51153846,1030.25
1024-GUALD,24.8,24.8,24.8,24.8
4827-USJHP,51.8,1023.85,51.1925,0
8167-GJLRN,30.4,82.15,27.38333333,0
0956-SYCWG,19.65,244.8,18.83076923,0
8017-UVSZU,56.6,2379.1,59.4775,0
7100-FQPRV,71.9,3173.35,73.79883721,0
2472-OVKUP,91,531,88.5,546
2984-RGEYA,19.75,1375.4,19.93333333,0
9680-NIAUV,109.7,8129.3,112.9069444,0
2146-EGVDT,19.3,1192.7,20.21525424,0
2604-IJPDU,96.55,1901.65,95.0825,0
9178-JHUVJ,24.1,587.4,24.475,0
6168-YBYNP,111.35,6519.75,110.5042373,0
7255-SSFBC,112.25,8041.65,111.6895833,0
3645-DEYGF,20.75,20.75,20.75,0
9323-HGFWY,101.9,2681.15,99.30185185,0
8544-GOQSH,80.05,1112.3,79.45,0
3363-DTIVD,105.55,7405.5,104.3028169,0
7018-WBJNK,78.3,1033.95,79.53461538,0
9142-KZXOP,68.85,2958.95,67.24886364,0
7674-YTAFD,79.95,2684.85,81.35909091,0
6348-SNFUS,55.45,4179.2,58.04444444,0
1285-OKIPP,79.9,79.9,79.9,79.9
7825-ECJRF,106.6,1934.45,101.8131579,2025.4
1347-KTTTA,102.45,6654.1,103.9703125,0
7841-TZDMQ,46,84.5,42.25,92
4195-NZGTA,25.25,25.25,25.25,0
7157-SMCFK,19.75,1124.2,18.4295082,0
4709-LKHYG,20,540.05,18.62241379,0
2504-DSHIH,86.8,1975.85,85.90652174,0
0699-NDKJM,58.75,3437.45,60.30614035,0
9286-BHDQG,45.25,3139.8,43.60833333,0
0230-WEQUW,56.6,3789.2,57.41212121,0
2040-LDIWQ,84.2,5324.5,81.91538462,0
6496-JDSSB,80,624.6,78.075,0
9408-SSNVZ,70.15,268.35,67.0875,280.6
4443-EMBNA,24.75,1836.9,25.87183099,0
6469-MRVET,20.2,20.2,20.2,0
0742-MOABM,50.05,179.35,44.8375,200.2
5961-VUSRV,19.35,219.35,18.27916667,0
6778-JFCMK,50.6,1288.75,53.69791667,0
6341-JVQGF,81.15,2545.75,82.12096774,0
2232-DMLXU,55.2,55.2,55.2,55.2
4811-JBUVU,89.9,2723.15,90.77166667,0
0945-TSONX,85.3,4107.25,87.38829787,0
2651-ZCBXV,108,5760.65,106.6787037,0
3316-UWXUY,93.5,4747.5,94.95,0
8937-RDTHP,84.6,84.6,84.6,84.6
7083-MIOPC,20.25,1566.9,21.7625,0
1984-GPTEH,25.15,702,24.20689655,0
1251-KRREG,54.4,114.1,57.05,108.8
0621-JFHOL,29.6,299.05,29.905,0
9903-LYSAB,73.15,1305.95,72.55277778,0
0094-OIFMO,95,1120.3,101.8454545,1045
9227-UAQFT,19.75,284.35,17.771875,0
7301-ABVAD,86.6,6350.5,88.20138889,0
6614-FHDBO,109.2,7878.3,109.4208333,0
7576-ASEJU,74.7,3187.65,77.74756098,0
9058-HRZSV,94.4,6126.15,94.24846154,0
4522-AKYLR,54.8,731.3,56.25384615,0
0221-WMXNQ,75.35,273.4,68.35,0
0303-UNCIP,65,2531.8,61.75121951,0
9947-OTFQU,74.4,1074.3,71.62,1116
0322-YINQP,48.55,48.55,48.55,48.55
0959-WHOKV,99,4298.45,102.3440476,0
4075-JFPGR,93.5,4619.55,90.57941176,0
4629-NRXKX,70.4,147.15,73.575,140.8
9514-JDSKI,40.2,40.2,40.2,40.2
3282-ZISZV,83.7,2633.3,82.290625,0
3675-YDUPJ,19.85,193.05,19.305,0
4111-BNXIF,59.55,4103.9,61.25223881,0
7017-VFHAY,115.1,7008.15,114.8877049,0
6655-LHBYW,114.35,5791.1,115.822,0
4959-JOSRX,44.6,80.55,40.275,89.2
5046-NUHWD,45,1228.65,42.36724138,0
7273-TEFQD,41.15,132.2,44.06666667,123.45
3606-TWKGI,106.9,1364.3,104.9461538,1389.7
7529-ZDFXI,89.85,4925.35,86.40964912,0
7605-BDWDC,49.85,1520.1,49.03548387,0
1950-KSVVJ,113.3,5032.25,111.8277778,0
0123-CRBRT,88.1,5526.75,90.60245902,0
6292-TOSSS,24.9,1195.25,23.905,0
3197-ARFOY,105,2007.25,105.6447368,0
6323-AYBRX,19.35,1099.6,18.63728814,1141.65
7014-ZZXAW,24.25,1732.95,24.40774648,0
4385-GZQXV,94.45,1511.2,94.45,1511.2
7633-MVPUY,59.75,3450.15,60.52894737,0
6366-ZGQGL,24.8,24.8,24.8,24.8
4716-HHKQH,107.05,2172.05,108.6025,0
5940-AHUHD,70.6,70.6,70.6,70.6
6432-TWQLB,85.4,401.1,80.22,427
4484-GLZOU,105.05,5624.85,108.1701923,5462.6
3179-GBRWV,64.95,1339.8,63.8,0
8645-KWHJO,55,771.95,55.13928571,0
4130-MZLCC,50.55,244.75,48.95,0
0314-TKOSI,55.15,322.9,53.81666667,0
8229-MYEJZ,51.2,498.25,49.825,0
2080-SRCDE,25.4,25.4,25.4,0
9577-WJVCQ,54.45,3687.75,54.23161765,0
9512-UIBFX,95.15,1779.95,98.88611111,1712.7
6202-DYYFX,76,1783.6,81.07272727,0
3808-HFKDE,44.35,927.15,46.3575,0
5583-SXDAG,70,70,70,70
3488-PGMQJ,74.5,606.55,75.81875,596
3580-REOAC,44.85,435.4,43.54,448.5
7534-BFESC,76.1,1712.7,71.3625,1826.4
3727-OWVYD,61.2,2021.2,57.74857143,0
2294-SALNE,86.8,1940.8,84.3826087,0
4847-TAJYI,89.35,567.8,94.63333333,0
1563-IWQEX,19.7,220.35,18.3625,0
8203-XJZRC,20.25,20.25,20.25,0
6556-DBKZF,76.05,5436.45,76.56971831,0
6851-WEFYX,100.8,3437.5,98.21428571,0
2985-JUUBZ,74.55,3015.75,75.39375,0
6390-DSAZX,73.6,73.6,73.6,73.6
0895-LMRSF,64.9,1509.8,65.64347826,0
8098-LLAZX,95.45,396.1,99.025,381.8
8266-VBFQL,90.4,356.65,89.1625,0
8181-YHCMF,60.3,4109,60.42647059,0
2240-HSJQD,81.85,3141.7,82.67631579,0
1248-DYXUB,24.8,1229.1,23.63653846,0
0265-EDXBD,74.9,2303.35,71.9796875,2396.8
4115-BNPJY,75.55,2054.4,70.84137931,0
3167-SNQPL,101.15,3741.85,98.46973684,0
4091-TVOCN,78.75,3682.45,76.71770833,0
1098-TDVUQ,19.25,19.25,19.25,0
7277-OZCGZ,89.05,1886.25,85.73863636,0
1557-EMYVT,115.05,4895.1,113.8395349,0
2799-ARNLO,69.35,341.6,68.32,0
7563-BIUPC,80.6,415.55,83.11,403
5027-YOCXN,110.05,5686.4,111.4980392,0
3973-SKMLN,19.9,1355.1,19.08591549,0
2321-OMBXY,80.3,3058.65,80.49078947,3051.4
2840-XANRC,93.15,2231.05,92.96041667,2235.6
6745-JEFZB,91.5,3236.35,92.46714286,0
5020-ZSTTY,82.45,4350.1,80.55740741,4452.3
9880-TDQAC,60,4264,59.22222222,0
8705-WZCYL,44.8,44.8,44.8,0
7102-JJVTX,48.6,422.3,46.92222222,0
8626-PTQGE,60.05,4176.7,60.53188406,0
4983-CLMLV,102.7,5138.1,98.80961538,0
5701-YVSVF,82.9,880.05,80.00454545,0
5804-LEPIM,70.35,139.05,69.525,140.7
5697-GOMBF,35.9,973.65,34.77321429,0
2739-CACDQ,82.65,1470.05,86.47352941,0
9385-EHGDO,19.85,739.35,21.12428571,0
9498-FIMXL,19.2,161.95,20.24375,0
2379-GYFLQ,94.9,4422.95,96.15108696,0
0122-OAHPZ,73.85,511.25,73.03571429,516.95
2868-SNELZ,80.6,155.8,77.9,161.2
4322-RCYMT,75.8,5293.95,77.85220588,5154.4
6680-NENYN,104.6,4759.85,110.694186,4497.8
2088-IEBAU,88.15,6148.45,90.41838235,0
7982-VCELR,94.8,3565.65,99.04583333,0
1343-EHPYB,103.4,6603,104.8095238,6514.2
6035-BXTTY,54.65,1830.1,57.190625,0
6885-PKOAM,85.75,6223.8,87.65915493,0
7520-HQWJU,67.45,4508.65,68.31287879,0
9639-BUJXT,20.5,1328.15,21.08174603,0
5924-SNGKP,20.25,865,21.09756098,0
0021-IKXGC,72.1,72.1,72.1,0
2034-GDRCN,90.4,168.2,84.1,180.8
8966-SNIZF,19.45,1303.5,18.62142857,0
6243-OZGFH,44.95,996.85,43.34130435,0
4654-DLAMQ,97,6430.9,100.4828125,0
0513-RBGPE,62.8,2278.75,61.58783784,0
5160-UXJED,44.6,681.4,40.08235294,0
4115-NZRKS,89.15,574.35,82.05,0
0219-YTZUE,84.8,371.9,92.975,339.2
0623-IIHUG,41.9,840.1,40.0047619,879.9
4572-DVCGN,80.25,846,84.6,802.5
3351-NGXYI,54.1,889,55.5625,0
8984-EYLLL,105.25,6823.4,106.615625,0
9057-MSWCO,30.75,805.1,29.81851852,830.25
9833-TGFHX,97.1,4016.75,95.63690476,0
9294-TDIPC,20.2,83.75,16.75,0
5229-DTFYB,98.8,3959.15,96.56463415,0
0104-PPXDV,50.3,2878.55,49.63017241,0
5176-LMJXE,20.55,945.7,20.1212766,0
3583-KRKMD,75.9,1373.05,76.28055556,0
1010-DIAUQ,96.5,492.55,98.51,482.5
9069-LGEUL,59.95,1406,61.13043478,0
7302-ZHMHP,19.15,19.15,19.15,0
9571-EDEBV,98.65,6962.85,98.06830986,0
3520-FJGCV,112.6,8126.65,112.8701389,0
6563-VRERX,20.6,690.25,20.91666667,0
0259-GBZSH,85.65,181.5,90.75,171.3
6122-EFVKN,35.75,830.8,34.61666667,0
2805-EDJPQ,99.75,5608.4,100.15,0
6862-CQUMB,96.1,3646.8,98.56216216,0
7156-MXBJE,85.1,3662.25,85.16860465,0
6158-HDPXZ,25.35,25.35,25.35,0
9601-BRXPO,104.95,2566.5,102.66,2623.75
2863-IMQDR,89.65,5308.7,87.02786885,0
5686-CMAWK,86.75,1410.25,82.95588235,0
5651-CRHKQ,86.2,3339.05,81.4402439,0
6905-NIQIN,50.65,50.65,50.65,50.65
8204-YJCLA,64.8,4732.35,65.72708333,0
5167-ZFFMM,90.85,90.85,90.85,90.85
6583-SZVGP,108.1,5067.45,105.571875,0
4895-TMWIR,19.95,214.75,19.52272727,219.45
0533-BNWKF,85.45,4874.7,88.63090909,4699.75
1708-PBBOA,54.75,2348.45,55.91547619,0
8782-LKFPK,90.4,4063,92.34090909,0
5522-JBWMO,44,44,44,0
3597-MVHJT,95.6,2595.25,96.12037037,0
9774-NRNAU,84.8,2309.55,85.53888889,0
0224-RLWWD,44.3,89.3,44.65,0
9967-ATRFS,19.9,367.55,19.34473684,0
3951-NJCVI,95.05,3944.5,93.91666667,0
2977-CEBSX,90.05,5965.95,90.39318182,0
0177-PXBAT,109.9,3694.7,111.9606061,0
6599-CEBNN,73.95,2524.45,74.24852941,2514.3
2519-ERQOJ,54.6,1803.7,54.65757576,0
5876-QMYLD,20.05,415.1,18.04782609,0
2277-AXSDC,19.75,624.15,19.5046875,0
9442-JTWDL,20.05,237.7,21.60909091,0
0979-PHULV,99.45,7007.6,101.5594203,6862.05
3067-SVMTC,55.9,3848.8,56.6,0
5495-GPSRW,19.7,419.4,20.97,0
7606-BPHHN,19.8,1468.75,20.39930556,0
4742-DRORA,95.4,5812,96.86666667,0
0111-KLBQG,93.95,2861.45,89.4203125,0
4800-VHZKI,19.9,19.9,19.9,19.9
7989-CHGTL,19.6,19.6,19.6,19.6
0334-GDDSO,81.35,233.7,77.9,244.05
4163-NCJAK,24.45,1066.15,23.17717391,0
5233-AOZUF,74.95,2149.05,74.10517241,0
5973-EJGDP,87.35,4473,87.70588235,0
1996-DBMUS,70.65,3545.05,73.85520833,0
7916-VCCPB,73.25,1195.75,74.734375,0
4686-GEFRM,98.7,6858.9,97.98428571,0
5249-QYHEX,24.8,1024.7,25.6175,0
0578-SKVMF,83.3,1845.9,83.90454545,1832.6
5564-NEMQO,75.3,75.3,75.3,75.3
2233-FAGXV,24.3,132.25,26.45,0
5605-IYGFG,69.85,515.45,73.63571429,0
7663-ZTEGJ,100.55,2830.45,97.60172414,0
3935-TBRZZ,25.7,1110.5,25.23863636,0
8111-BKVDS,40.7,449.3,44.93,0
2055-SIFSS,51.65,2838.55,51.61,0
2806-MLNTI,105.1,5376.4,103.3923077,0
8734-DKSTZ,85.95,858.6,85.86,0
4360-PNRQB,75.6,1395.05,77.50277778,0
6152-ONASV,58.25,3975.7,58.46617647,0
9063-ZGTUY,19.4,1182.55,19.38606557,1183.4
7781-HVGMK,65.2,4784.45,66.45069444,0
2181-UAESM,53.45,119.5,59.75,0
2957-LOLHO,45.4,518.9,43.24166667,544.8
6048-NJXHX,19.75,899.45,21.93780488,0
2320-SLKMB,44.45,1183.8,45.53076923,0
4980-URKXC,20.85,720.05,20.00138889,0
4376-KFVRS,114.05,8468.2,117.6138889,0
5886-VLQVU,89.85,3161.2,90.32,0
3577-AMVUX,55.05,55.05,55.05,0
0771-WLCLA,112.95,1882.55,117.659375,0
5628-RKIFK,101.55,5070.4,103.477551,0
0206-TBWLC,114.65,6049.5,112.0277778,0
2937-FTHUR,64.8,1166.7,64.81666667,0
1910-FMXJM,80.4,2937.65,81.60138889,0
7752-XUSCI,105.9,6396.45,106.6075,6354
4110-PFEUZ,69.55,69.55,69.55,69.55
0732-OCQOC,25.05,1270.25,24.42788462,0
5168-MSWXT,94.75,759.55,94.94375,0
1090-ESELR,105.5,7611.55,105.7159722,0
8592-PLTMQ,24.7,1642.75,25.66796875,0
5760-WRAHC,69.75,1545.4,70.24545455,0
8847-GEOOQ,60.2,3582.4,59.70666667,0
0256-LTHVJ,81.05,2227.1,79.53928571,2269.4
4785-FCIFB,24.4,1417.9,23.2442623,0
8313-NDOIA,104.15,2494.65,103.94375,0
5149-CUZUJ,92.9,2768.35,98.86964286,0
0942-KOWSM,80.8,2369.3,78.97666667,0
4237-CLSMM,20,38,19,0
1452-VOQCH,75.1,75.1,75.1,0
4719-UMSIY,19.65,100.9,16.81666667,0
6614-VBEGU,69.45,1614.05,67.25208333,0
0880-TKATG,101.15,385.9,96.475,404.6
3811-VBYBZ,99.8,673.25,96.17857143,698.6
1480-BKXGA,116.05,8404.9,116.7347222,0
2996-XAUVF,40.05,2799.75,39.99642857,0
9076-AXYIK,102.1,6538.45,102.1632813,0
5968-XQIVE,89.7,6588.95,91.51319444,0
8896-RAZCR,19.9,868.1,19.72954545,0
4640-UHDOS,55.95,734.35,56.48846154,727.35
4933-IKULF,20.65,330.6,19.44705882,0
3583-EKAPL,55,55,55,55
1304-BCCFO,70.05,564.4,62.71111111,0
4104-PVRPS,53.6,1315.35,54.80625,0
9399-APLBT,74.7,74.7,74.7,74.7
2359-KMGLI,80.25,1861.5,77.5625,1926
3780-DDGSE,76.05,2747.2,78.49142857,0
4431-EDMIQ,75.7,554.05,79.15,0
0306-JAELE,96.1,453.4,90.68,480.5
6227-HWPWX,69,994.8,66.32,1035
0486-LGCCH,19.65,225.75,20.52272727,0
0447-BEMNG,45.3,2145,44.6875,2174.4
4612-SSVHJ,81.45,1671.6,83.58,0
5168-MQQCA,108.5,8003.8,111.1638889,0
5949-XIKAE,83.55,680.05,85.00625,668.4
7971-HLVXI,84.5,6130.85,85.15069444,0
9094-AZPHK,100.15,1415,94.33333333,0
3649-JPUGY,88.6,6201.95,86.13819444,0
4472-LVYGI,52.55,0,52.55,0
8372-JUXUI,74.35,74.35,74.35,74.35
3552-CTCYF,104.8,6597.25,104.718254,0
6778-YSNIH,59,114.15,57.075,0
0388-EOPEX,74.4,139.4,69.7,148.8
5756-OZRIO,64.05,3902.6,63.97704918,0
6579-JPICP,20.4,20.4,20.4,0
8205-OTCHB,43.75,903.6,41.07272727,962.5
4134-BSXLX,60.9,1785.65,63.77321429,0
0505-SPOOW,19.8,1397.65,19.96642857,0
6235-VDHOM,28.45,131.05,26.21,142.25
7783-YKGDV,99.7,1238.45,103.2041667,1196.4
4374-YMUSQ,116.25,3899.05,114.6779412,0
4513-CXYIX,80.7,5676,79.94366197,0
3957-HHLMR,65.2,4543.15,64.90214286,0
7803-XOCCZ,84.05,4326.8,83.20769231,0
5736-YEJAX,79.45,5502.55,79.74710145,0
5609-CEBID,94.1,1782.4,89.12,1882
8981-FJGLA,78,851.8,77.43636364,0
7218-HKQFK,94.2,167.5,83.75,188.4
4636-QRJKY,80.5,502.85,83.80833333,483
1135-LMECX,19.85,19.85,19.85,0
4332-MUOEZ,94.3,1818.3,90.915,0
8535-SFUTN,106.45,6300.15,103.2811475,0
5956-VKDTT,74.35,334.8,66.96,371.75
8677-HDZEE,105.45,5916.95,105.6598214,0
2475-MROZF,95,2852.4,95.08,0
9412-GHEEC,104.8,4131.95,103.29875,4192
3482-ABPKK,54.3,1546.3,55.225,0
6705-LXORM,70.05,302.6,60.52,0
0257-ZESQC,75.2,1929.35,71.45740741,2030.4
7531-GQHME,20.05,265.45,22.12083333,0
5174-ITUMV,105.4,6989.45,104.3201493,0
4109-CYRBD,51.6,1442,49.72413793,0
0913-XWSCN,85.5,4713.4,85.69818182,0
6825-UYPFK,75.6,1758.6,76.46086957,1738.8
8397-MVTAZ,100.05,3480,102.3529412,3401.7
0750-EBAIU,91.25,4738.3,91.12115385,0
8606-CIQUL,115.75,8399.15,116.6548611,0
3571-DPYUH,94.7,5430.35,93.62672414,0
7601-GNDYK,19.6,686.95,19.62714286,0
0356-OBMAC,99.9,5706.3,101.8982143,0
8067-NIOYM,21.1,490.65,20.44375,0
1403-GYAFU,20.05,1360.25,19.43214286,0
4234-XTNEA,79.95,174.45,87.225,0
1297-VQDRP,107.15,7379.8,108.5264706,0
9282-IZGQK,85,85,85,85
5348-CAGXB,89.55,1021.75,85.14583333,0
0621-HJWXJ,81.55,5029.05,79.82619048,0
5844-QVTAT,58.45,1955.4,59.25454545,0
8905-IAZPF,95.65,6744.2,97.74202899,0
5394-MEITZ,80.6,4946.7,82.445,0
6859-QNXIQ,113.1,8248.5,114.5625,0
2782-LFZVW,58.95,601.6,54.69090909,0
2866-IKBTM,19.55,19.55,19.55,0
1342-JPNKI,86.05,834.1,83.41,860.5
2817-NTQDO,45.55,597,45.92307692,592.15
7129-AZJDE,78.95,2647.2,77.85882353,0
6986-IJDHX,86.3,3266,83.74358974,3365.7
2560-PPCHE,105.05,6744.25,103.7576923,0
4676-MQUEA,101.9,5265.5,105.31,0
8138-EALND,19.75,311.6,20.77333333,0
